Placa,DPI_Anterior,Nombre_Anterior,Fecha,DPI_Nuevo,Nombre_Nuevo
SGQ-8178,5326100304599,Concepción Gárate Anguita,2019-07-20,4537209904526,Espiridión del Casanova
EEQ-3566,3895400434716,Germán Sureda,2022-03-20,4078684965169,Severino de Corral
GVH-8554,8551058685648,Elías Miguel Coronado Fabra,2020-10-15,1634175385712,Noé Jose Antonio Ureña Prats
GVH-8554,1634175385712,Noé Jose Antonio Ureña Prats,2016-11-14,2033788388855,Irene Luís
DON-4511,3085330975971,Casemiro del Gallart,2019-06-12,9606695234984,Jose Ignacio Norberto Carro Recio
DON-4511,9606695234984,Jose Ignacio Norberto Carro Recio,2018-03-21,1419484163498,Martin Zurita Bayona
KIT-1797,7745376624767,María Pilar Ferrándiz Arévalo,2021-02-27,5831683539371,Darío Galiano Aguilera
KIT-1797,5831683539371,Darío Galiano Aguilera,2018-01-05,3600394420610,Anna Gomez Pardo
SDR-1604,1555570962275,Rosalina Puga Molins,2018-05-07,1000660223191,Eva Huerta Bru
SDR-1604,1000660223191,Eva Huerta Bru,2021-08-23,7847815962458,Dan Donaire Quirós
SDR-1604,7847815962458,Dan Donaire Quirós,2022-06-08,3832662872617,Merche Navarrete-Ugarte
TOI-4981,7378899024104,Amarilis Sevilla,2021-05-21,9835193115573,Eutimio Díez-Alcalde
TOI-4981,9835193115573,Eutimio Díez-Alcalde,2020-03-12,5910150885708,Zaida León Sanmartín
LAF-7165,1500696186443,Iris Escobar Hervia,2024-08-09,4076508642184,Casemiro Bautista-Lasa
CNQ-9892,6825758896175,Nicolás Rius Montero,2015-05-19,3059896488773,Ciríaco Jáuregui Rosselló
CNQ-9892,3059896488773,Ciríaco Jáuregui Rosselló,2024-02-06,5578055662002,Borja de Arnaiz
LAD-1917,6671501880070,Marciano Company Llanos,2021-02-11,2686022716569,Crescencia Terrón Terrón
LAD-1917,2686022716569,Crescencia Terrón Terrón,2018-12-11,8176877816756,Emilio Alcolea Losada
RUW-3163,2670176035664,Tamara Roig,2015-09-23,8159643515304,Rufina Roldan Suárez
RUW-3163,8159643515304,Rufina Roldan Suárez,2016-07-24,1455585978818,Calixto Real Lamas
RUW-3163,1455585978818,Calixto Real Lamas,2019-07-31,9563129510293,Borja Porta Guillen
QOV-5708,6359280919913,Melchor Santos Cal,2022-05-20,7079784931769,Epifanio González Quintanilla
XLO-8773,9819612816416,Belén Malo Navarrete,2018-03-21,1430913843966,Pascuala del Pacheco
XLO-8773,1430913843966,Pascuala del Pacheco,2017-02-27,5290299591782,Hector Victoriano Berenguer Velasco
XLO-8773,5290299591782,Hector Victoriano Berenguer Velasco,2022-12-09,8496651903221,Eliana Valle Silva
EBB-5725,2048665373031,Merche Leal Méndez,2021-06-15,4313894810571,Ester Guzman-Marti
EBB-5725,4313894810571,Ester Guzman-Marti,2020-07-22,7292850253649,Delfina Grande-Recio
BNI-2808,8641663585583,Bernarda del Torres,2015-10-18,8492971435930,Rosalva Fuentes Arcos
URT-6803,9079000357472,Hernán Escalona Mas,2019-07-05,9371811768138,Ramón Valentín Franch
URT-6803,9371811768138,Ramón Valentín Franch,2020-11-12,2730669941066,Nicolás Izquierdo Cabello
UUW-4979,7215058014981,Dulce Godoy,2019-03-21,2592357214861,Balduino Hervás Campoy
RRN-4575,4060622814376,Rafaela Haro-Bernal,2021-03-14,2033330919488,Sara Juliá Gisbert
RRN-4575,2033330919488,Sara Juliá Gisbert,2019-12-29,9200336281192,José del Rocamora
RRN-4575,9200336281192,José del Rocamora,2024-09-12,9589715538050,Emiliano Navarrete Jordán
HKR-1189,4265642552863,Eduardo Sabas Portillo Gimeno,2020-12-16,5593676190747,Marta Manjón Arranz
ILB-9789,7674421092510,Clarisa Barral Jáuregui,2017-02-26,3193782516746,Jose Francisco Jenaro Soria Bernad
ILB-9789,3193782516746,Jose Francisco Jenaro Soria Bernad,2018-06-21,6352604465349,Manuela Torrecilla Camps
FEO-4383,8675504683917,Fanny Dominga Matas Bueno,2020-10-14,4214909331464,Ramiro Carbó Téllez
PLW-7344,5620462987584,Juan Bautista Ferrándiz Carrión,2017-05-19,9972325686061,Ágata Maestre Chico
PLW-7344,9972325686061,Ágata Maestre Chico,2019-07-14,7343666424020,Diego de Ponce
PLW-7344,7343666424020,Diego de Ponce,2015-08-28,7808151555153,Ainara Macías Zurita
TCE-7642,3722314507706,Fabián Herrera Vilalta,2019-01-24,7746470731979,Pánfilo Coello Pera
TCE-7642,7746470731979,Pánfilo Coello Pera,2019-04-25,4012262617827,Juan Carlos Asensio Egea
TCE-7642,4012262617827,Juan Carlos Asensio Egea,2018-07-04,9615647700211,Duilio del Mancebo
IGC-7437,9407628027726,Juan Carlos Oliva-Lumbreras,2018-10-07,4459813890436,Cristóbal Severo Tena Roca
NJU-1295,6922775611650,Ricardo Pallarès Camino,2020-11-06,4313279991997,Rogelio Bellido Alberto
NJU-1295,4313279991997,Rogelio Bellido Alberto,2015-04-11,7498743852278,Osvaldo Torrent Borrell
GBA-7797,4416799940128,Marianela Isidora Busquets Alfaro,2022-07-24,2648597670558,Evaristo Español Valle
GBA-7797,2648597670558,Evaristo Español Valle,2018-06-05,2422178306039,Elena Neira Catalán
HEX-1185,9554850542679,César Bermúdez Tudela,2019-08-23,5146620049068,Celestina Ibañez Armengol
DIV-7291,3086489878999,Nicolasa Portillo Alcázar,2019-10-30,3215485177868,Ligia Esteban Bertrán
LQU-1837,6757417424195,Tomás Burgos Asensio,2018-09-20,8198606206886,Arcelia Sanjuan Peña
LQU-1837,8198606206886,Arcelia Sanjuan Peña,2023-05-04,5575182178912,Wálter Torre
LQU-1837,5575182178912,Wálter Torre,2024-07-09,4020749954980,Juanito Eleuterio Guitart Pi
CJZ-0194,1858067976372,Luciano Conde Salcedo,2015-01-21,5990688222104,Dulce Marín Dueñas
CJZ-0194,5990688222104,Dulce Marín Dueñas,2024-09-12,9405972756304,Berta Pou
CJZ-0194,9405972756304,Berta Pou,2024-03-19,3697255878221,Virginia Soria Caparrós
IFX-5968,5480183710252,Miguel Luque Milla,2019-01-11,9309540047947,Albert Marco Parejo
IFX-5968,9309540047947,Albert Marco Parejo,2017-07-07,7695702974350,Vanesa de Agullo
INI-2648,9170131206970,Chus Jove Figueroa,2017-12-24,6236347169728,Hilda Carbajo-Puente
INI-2648,6236347169728,Hilda Carbajo-Puente,2024-02-17,6106887466075,Efraín Cabo Casanova
ZGH-1274,8446007381401,María José Vigil Ripoll,2019-12-04,1494273216591,Bernardita Cerro Enríquez
JRV-4993,2969033508463,Azahar del Godoy,2019-03-30,4199948581745,Donato Felix Lago Viña
ANS-6856,5212684575865,Felicidad Espejo Jordán,2022-11-11,8191224385488,Nacho de Blanes
ANS-6856,8191224385488,Nacho de Blanes,2017-03-24,6860306221014,Ariel Ramírez Marcos
JSE-5555,4958056289993,María Carmen Barragán Arcos,2017-09-03,5295153764333,Lorena Alemany Abascal
JSE-5555,5295153764333,Lorena Alemany Abascal,2017-12-29,8696578197728,Augusto Samuel Azcona Bru
JSE-5555,8696578197728,Augusto Samuel Azcona Bru,2015-08-08,8566325873937,Jose Antonio de Galan
GFI-4645,1157501613488,Soraya Castell Caballero,2020-12-09,8726299899418,Nydia Arana Salmerón
GFI-4645,8726299899418,Nydia Arana Salmerón,2015-12-25,9828659290064,Nuria Antón Angulo
GFI-4645,9828659290064,Nuria Antón Angulo,2024-03-29,3325420506254,Ruperto del Aller
TPT-0788,6870267652100,Miguel Cantón Artigas,2016-09-21,5119870084767,Trini Samper-Vidal
CEZ-8821,8790434514780,Esmeralda Guillén,2017-09-23,8734975759166,Albina Susana Benítez Villalonga
CEZ-8821,8734975759166,Albina Susana Benítez Villalonga,2022-12-28,4539562671591,María Carmen Gargallo Palacio
REF-0940,5329060061522,Ignacio Barón Aranda,2015-09-29,5273961511398,Francisca Rosa-Quintanilla
HMF-2114,7717055413316,Josué Diez-Fuente,2021-10-15,8096570442435,Teresa Palomar-Sureda
HMF-2114,8096570442435,Teresa Palomar-Sureda,2024-07-24,5277900120160,Emiliano Batalla Rubio
TME-3914,7569256007164,Odalys Daniela Prat Figueras,2016-02-29,6430748883264,Custodia Mirta Arenas Montalbán
ORO-9460,6138482298878,Samuel Gibert Briones,2016-07-22,4882102379694,Nilo Maximiliano Becerra Sebastián
ORO-9460,4882102379694,Nilo Maximiliano Becerra Sebastián,2016-05-14,2851101648498,Eliseo Orozco Jara
CHH-0547,6102403698213,Selena Carrión,2016-07-13,2813596805362,Vicente Rivero Santiago
CHH-0547,2813596805362,Vicente Rivero Santiago,2021-04-28,5324169022172,Álvaro Campoy-Molina
DQJ-8388,3251911750288,Eva María Abad Correa,2019-08-28,6062995805870,Celia Huertas Arnaiz
DQJ-8388,6062995805870,Celia Huertas Arnaiz,2021-01-27,4523548677579,Jonatan Diaz Pou
FES-4682,3270965714223,Aarón Arana Sevillano,2018-03-26,1747213701960,Serafina Rocha Roldán
FES-4682,1747213701960,Serafina Rocha Roldán,2018-12-10,4591484447524,Omar Enríquez Mayoral
UOO-5693,9207382470534,Felicidad Lamas Calzada,2018-09-02,2711531323888,Constanza del Carballo
KNN-8405,3647810824132,Pascuala Eli Bayona Ángel,2020-06-01,7169030189393,Juan Valls Nogués
IXV-1460,8044051794310,Salomón Epifanio Parra Clavero,2021-11-04,2916383964042,Nacio Capdevila Cazorla
IXV-1460,2916383964042,Nacio Capdevila Cazorla,2021-11-21,6615616238228,Eligia Cabeza Canet
HSH-2917,6246538958897,Jacobo Lara Bastida,2022-12-04,1873781354327,Godofredo Malo Capdevila
VBH-2917,5376345107853,Alejo Quero Fabregat,2023-11-13,7220740270011,Pedro Villena Lamas
VBH-2917,7220740270011,Pedro Villena Lamas,2020-02-13,9499181136918,Matilde Marqués Romeu
VBH-2917,9499181136918,Matilde Marqués Romeu,2020-01-12,9014072422962,Cándido Chaparro Luna
FOZ-1276,8179444849258,Tristán Albano Agustín Diego,2021-08-21,5163401945302,Silvia Gallego-Lumbreras
FOZ-1276,5163401945302,Silvia Gallego-Lumbreras,2022-04-15,8394488596536,Consuela Serafina Montoya Ponce
BAR-8712,9327939838439,Samuel Perales,2023-02-12,4387138133983,Jesusa Ana Pozuelo Valenciano
JJL-9556,7146004561338,Sosimo Castrillo Galan,2015-05-30,1331306232154,Isa Urrutia Castañeda
JJL-9556,1331306232154,Isa Urrutia Castañeda,2023-04-24,3572298934328,Rafaela Gual Valverde
PBD-0420,4328051453919,Custodia Fuster,2024-01-29,2422853148638,Natalio Jimenez Blázquez
CGL-9039,8761738127615,Carla Piña Bueno,2023-10-21,4417149126748,Tamara Maza
CGL-9039,4417149126748,Tamara Maza,2020-07-10,8675500018188,Teófilo Hierro Aroca
CGL-9039,8675500018188,Teófilo Hierro Aroca,2016-04-29,9863136902355,Haydée Bernad Iborra
JQZ-0225,1801634495614,Gaspar Coloma Crespo,2023-10-04,6126104854800,Carmelo Nicanor Ávila Torre
YFA-2436,5343215169382,Amílcar Bustos-Prada,2021-07-17,5376966751238,Yago Santamaría Rivero
YFA-2436,5376966751238,Yago Santamaría Rivero,2023-04-16,1105780482972,Inés de Pi
QAV-6263,2166524689751,Patricia del Iniesta,2018-03-29,6964491699139,Malena Peláez-Reguera
ACT-3047,4432729152791,Ana Sofía Olmo-Gascón,2017-04-01,8065050256674,Estefanía Mirta Acedo Viña
ACT-3047,8065050256674,Estefanía Mirta Acedo Viña,2018-05-06,3321812314981,Conrado Santos Carreras
ACT-3047,3321812314981,Conrado Santos Carreras,2015-08-22,7990674535803,Álvaro Romero Pozuelo
UOB-8306,2410659567430,Omar Sebastián,2024-08-08,9658482653415,Aurora Guardiola Pombo
KUU-1632,3213336629052,Genoveva Vidal Marqués,2018-09-16,7679487715064,Manuel Bonifacio Galván Caparrós
AXU-9297,4348270832643,Bruno Almazán-Oliva,2020-09-11,4580423444414,Primitivo Agustí Canales
HJD-3133,5051419641912,Arcelia de Río,2022-10-30,7911735951751,Teobaldo Noriega-Montenegro
ASE-7120,7797514930807,Alejandra de Tamayo,2016-12-16,4796234875022,Flavio Aguado Domingo
FTI-1873,5078617791465,Lucio Sarmiento-Chico,2020-02-20,8702325539074,Xiomara Eulalia Benavente Amo
FTI-1873,8702325539074,Xiomara Eulalia Benavente Amo,2018-11-19,2473618323719,Ruperta Jove Castell
KGM-4276,1733968893161,Saturnino Ayuso Lobo,2024-02-19,6626532612255,Amelia Carrasco Elías
VGJ-5970,6618080984032,Bernabé Ángel Ojeda,2015-12-13,8251911591804,Verónica María Echevarría Lucas
VGJ-5970,8251911591804,Verónica María Echevarría Lucas,2023-07-28,3379640102728,Francisco Costa Vives
VGJ-5970,3379640102728,Francisco Costa Vives,2020-09-23,2124300717960,Lorenza Ribera Carreras
TGG-0599,5227379484807,Paloma Viñas Peñalver,2022-03-12,7671555981217,Caridad Jódar Agustín
TGG-0599,7671555981217,Caridad Jódar Agustín,2015-11-19,1680448160937,Erasmo Iglesia Marquez
TGG-0599,1680448160937,Erasmo Iglesia Marquez,2022-03-18,3593350245832,Tito Valencia Moreno
UUE-1431,4526880385775,Primitivo Guzman Atienza,2024-08-07,5798588105508,Ema Gomez Lobato
UUE-1431,5798588105508,Ema Gomez Lobato,2021-07-05,4898676864592,Lisandro Andreu Muñoz
SDB-7151,8110529363550,Dulce del Serna,2020-10-15,6528583406921,Jesús Torrecilla Acedo
JSA-2308,9457739568722,Herminio Salgado Carrasco,2018-08-29,1541088898325,Jose Ramón Trujillo Fabregat
ZSB-0496,2779130181886,Beatriz Blanes,2019-07-14,2325023721401,Chita Jordá-Bonet
ZSB-0496,2325023721401,Chita Jordá-Bonet,2024-05-28,1796810393073,Graciela Mena
ZSB-0496,1796810393073,Graciela Mena,2024-03-13,9804878243553,María Fernanda América Toledo Caballero
MHF-9507,9545659632746,Eleuterio Bueno Bello,2017-07-02,5085495999636,Gertrudis del Rodrigo
NLY-0336,6749825650707,Eugenio Mas-Blanes,2017-05-24,7132615063300,Joan de Gomez
NLY-0336,7132615063300,Joan de Gomez,2024-08-23,7973247476719,Adelardo Moles-Carreras
NLY-0336,7973247476719,Adelardo Moles-Carreras,2019-11-18,4123750654516,Jose Angel Mulet Escudero
PFD-9913,4451189268839,Ciriaco Flor Rocamora,2019-12-03,6779281846026,Norberto Requena-Gimenez
WJR-5736,7760672490620,Darío Mascaró-Seguí,2017-05-22,7151933882055,Nydia Redondo Fuente
WJR-5736,7151933882055,Nydia Redondo Fuente,2019-09-03,1700059244556,Olga Conde-Zurita
TJI-8908,5164895416456,Chus Pintor Niño,2022-08-04,3061622437059,Virgilio Vicente Casal Morales
MGF-1192,9763219216520,Ana Sofía del Cózar,2019-04-30,2382703206026,Néstor Porta Morales
MGF-1192,2382703206026,Néstor Porta Morales,2023-08-16,7072465112247,Isaura del Salas
DPR-8631,2513126197159,Salvador Plana Cabañas,2018-03-04,5552966099805,Eutropio Campillo-Villa
KEO-1919,8277869192802,Hugo Solera Álamo,2019-05-04,1713244263168,Beatriz Navas Valcárcel
KEO-1919,1713244263168,Beatriz Navas Valcárcel,2016-06-20,3868521202173,Celestino Oliva
YIK-3825,8426438853537,Cintia Galván,2019-09-08,3519928936717,Martina Porras Quintero
JTO-6013,5926651090069,Carina de Barragán,2021-05-30,8952277763794,Epifanio Franco Vergara
JTO-6013,8952277763794,Epifanio Franco Vergara,2021-05-21,8753520501574,Guadalupe del Valencia
JTO-6013,8753520501574,Guadalupe del Valencia,2015-08-09,4344831236545,Teo Alonso Nogueira
RXA-3599,2386286708642,Gabriel Cobos Sosa,2019-04-21,7616111625858,Joel Chaves Espejo
RXA-3599,7616111625858,Joel Chaves Espejo,2017-04-06,7480341685637,Paco Ramos Méndez
RZB-6679,2437832978078,Severino Luna,2024-10-03,9882573301509,Reyna de Feijoo
RZB-6679,9882573301509,Reyna de Feijoo,2023-04-02,7105547138340,Emilio Cabanillas Jimenez
MKS-7316,1835919455770,Lino Vinicio Carretero Martí,2020-03-18,8491570181782,Azeneth Paredes
BPE-0931,8495919659789,Calista Cardona-Vilalta,2020-01-12,5908476059365,Lupe Juan Reig
BPE-0931,5908476059365,Lupe Juan Reig,2019-02-19,6328274705054,Rosalina Esteban Cañellas
BPE-0931,6328274705054,Rosalina Esteban Cañellas,2019-03-16,1079734291565,Oriana Sebastián León
GPT-4885,7126036113632,Fabián Cánovas Benavides,2024-05-15,9554216340019,Natalia Franch Nogués
GPT-4885,9554216340019,Natalia Franch Nogués,2024-04-05,4270127243538,Marcio del Saldaña
GPT-4885,4270127243538,Marcio del Saldaña,2017-06-04,9374691953766,Gema Azeneth Tena Monreal
ZFU-9387,2892991493623,Isidora del Ribes,2020-08-20,2050254064864,Feliciana Morell
ZFU-9387,2050254064864,Feliciana Morell,2019-08-13,5184374594060,Maximino Suarez Leiva
XNH-2215,1710912704686,Eustaquio de Pinedo,2020-05-26,7127595448392,Flor Aranda Olivares
XNH-2215,7127595448392,Flor Aranda Olivares,2016-12-18,6824465591999,Albano Blasco Bauzà
PPQ-6647,8885992009694,Nilo Seco Goñi,2021-04-20,9717267458406,Ana Morales
PPQ-6647,9717267458406,Ana Morales,2021-05-03,9913325136685,Nando Donoso-Laguna
SHA-8726,1125192177931,Artemio Heredia Iniesta,2015-12-06,8701790446250,Andrés Felipe Diez Francisco
SHA-8726,8701790446250,Andrés Felipe Diez Francisco,2015-11-13,2414996125600,Tecla Azcona Santamaria
NXS-5783,5346349433229,Dolores Camps Oller,2023-08-28,6624842319901,Demetrio Tomé Manuel
NXS-5783,6624842319901,Demetrio Tomé Manuel,2023-02-26,9177322836055,Úrsula Quesada Vallés
NXS-5783,9177322836055,Úrsula Quesada Vallés,2015-02-21,2562665907490,Leonardo Galan Estrada
QJV-1949,5126101901527,Augusto Rodriguez Hervás,2018-05-12,5684724531286,Isaac Echevarría Acedo
QJV-1949,5684724531286,Isaac Echevarría Acedo,2023-03-05,5381538117262,Rogelio Estévez Neira
QJV-1949,5381538117262,Rogelio Estévez Neira,2019-11-25,6172867071275,Leyre Marisa Murcia Carpio
LUD-8100,4954204656947,Pepito del Zabaleta,2020-02-13,5003628607979,Pancho Lobato Camps
LSH-0033,3546039770386,Custodio Carvajal Calatayud,2022-07-30,4098985361710,Ricarda Cózar
QRP-7612,6023044518377,Humberto Quintana-Llopis,2022-01-05,2414548622752,Luisa Vives Donaire
QRP-7612,2414548622752,Luisa Vives Donaire,2024-09-27,7057231722157,Manu Diez Catalá
LZI-4658,1760174095184,Maxi de Cano,2017-11-23,6400003296954,René Coronado Mariscal
LZI-4658,6400003296954,René Coronado Mariscal,2018-07-20,5531557827665,Sabas de Mendez
LZI-4658,5531557827665,Sabas de Mendez,2019-11-10,2520579769487,Clotilde Roda Alemán
GUQ-7578,1188823255335,Olimpia Piñeiro Palomar,2020-09-04,3091711015312,Nicolasa Amorós Vargas
GUQ-7578,3091711015312,Nicolasa Amorós Vargas,2017-11-07,8938192573415,Ani Aranda-Pintor
GUQ-7578,8938192573415,Ani Aranda-Pintor,2018-02-02,6306952409169,Pepita Paniagua
EZQ-5907,5409411256611,Amador Herrera Ávila,2020-05-26,2888651733356,Sandalio del Escolano
KHO-3288,5957862370493,Eutropio Zaragoza Casado,2023-09-09,4289370357007,Plácido Garrido-Escalona
KHO-3288,4289370357007,Plácido Garrido-Escalona,2015-10-23,9444580756703,Camila Llanos Tomás
XBD-4733,8102748485235,Ezequiel Salom Ballester,2021-07-06,5963599417486,Candelario Pedrero Montserrat
WJI-8271,9084061468690,Jafet del Manuel,2024-04-17,1117879411503,Miguel Amaya Vara
WJI-8271,1117879411503,Miguel Amaya Vara,2020-11-11,5431230503846,Gustavo Atilio Gimenez Gras
WJI-8271,5431230503846,Gustavo Atilio Gimenez Gras,2019-06-06,2203116650501,Lidia Calzada Navarro
QZM-4996,3444515339597,Carlota Abril Amaya,2024-09-06,6105887523939,Jose Manuel Galán Clavero
QZM-4996,6105887523939,Jose Manuel Galán Clavero,2016-05-26,6157641328051,Ana Belén Madrid Morante
QZM-4996,6157641328051,Ana Belén Madrid Morante,2015-06-04,5639944165824,Georgina Peral Solsona
EJO-8211,5941908604518,Arturo Sáez Muro,2020-05-09,5504403075470,Dolores Emma Bonet Elías
EJO-8211,5504403075470,Dolores Emma Bonet Elías,2024-11-15,3112869228463,Gabino Múñiz Soria
EJO-8211,3112869228463,Gabino Múñiz Soria,2016-05-30,5929857780621,Juan Manuel Ballester Bravo
BEB-6762,6075045163858,Aitor Benavides Iriarte,2021-12-11,1682216032406,Josué Salinas Macias
BEB-6762,1682216032406,Josué Salinas Macias,2019-09-01,4529625612407,Anunciación Rebollo Samper
