Placa,DPI_Anterior,Nombre_Anterior,Fecha,DPI_Nuevo,Nombre_Nuevo
DRP-2836,2301817718015,Aureliano Pardo Morell,2018-10-17,6964090435150,Gaspar Gimeno
QEM-7600,2398235086035,Victor Manuel Sanz Camacho,2019-05-24,5773715476201,Miriam de Parejo
QEM-7600,5773715476201,Miriam de Parejo,2023-03-25,6692542341679,Ramona Franch Canals
QEM-7600,6692542341679,Ramona Franch Canals,2020-05-31,1987907108998,Toño Bou Tapia
PDF-4044,5834975160890,Leocadio Barreda Guzman,2022-05-21,2724037226206,Emma Jaume Blanco
XLO-1503,2286368382365,Carmen Carro Rodríguez,2023-02-01,8157366964314,Jerónimo Garzón Acedo
XLO-1503,8157366964314,Jerónimo Garzón Acedo,2020-01-18,1112845661007,Otilia Tello Palau
JBU-0919,6023115795965,Tomasa Lozano Escudero,2024-03-15,4686140335603,Vilma Cid-Lamas
JBU-0919,4686140335603,Vilma Cid-Lamas,2020-06-05,8653255718253,Gabino Arjona Borja
JBU-0919,8653255718253,Gabino Arjona Borja,2015-07-31,6485991794422,Jaime del Torrecilla
GOG-9849,5942531287589,Hipólito Rosa,2017-10-17,6224830778173,Ester Vallés Anaya
GOG-9849,6224830778173,Ester Vallés Anaya,2019-12-05,6351149072230,Leonel Abella Jerez
GOG-9849,6351149072230,Leonel Abella Jerez,2024-02-28,5608541902413,Alfonso de Almagro
AVG-4189,5427553616940,Trinidad Ángela Martorell Martinez,2024-09-21,2001742434453,Natanael Ferrera Bas
AVG-4189,2001742434453,Natanael Ferrera Bas,2021-04-06,9217339000420,Ciro Domingo Canals
AVG-4189,9217339000420,Ciro Domingo Canals,2021-03-06,4296797519746,Ruy Iñiguez-Becerra
WOY-7169,3013294758023,Isabel Bello Zorrilla,2023-05-24,8381505990268,Ariel Bayo-Quevedo
IDL-9759,7389048056234,Isidora Sevilla-Valencia,2020-09-03,2774932540669,Daniela Ferrando Morante
IDL-9759,2774932540669,Daniela Ferrando Morante,2021-05-25,2213294061209,Dulce Calderon Rivera
IDL-9759,2213294061209,Dulce Calderon Rivera,2022-05-16,2418170981163,Juan Bautista Roman Ribera
ONM-9842,6622853551294,Pelayo José Mari Mate Alcalde,2016-11-11,8121074858719,Severino Carbó Gonzalo
ONM-9842,8121074858719,Severino Carbó Gonzalo,2022-11-28,3041320811315,Herminio Garzón Santana
ONM-9842,3041320811315,Herminio Garzón Santana,2024-10-22,5241175875542,Manu Bernal Grande
EBN-4884,3232813105631,Maximiano Requena Poza,2022-07-25,3980540989818,Felipa Ricart Rios
EBN-4884,3980540989818,Felipa Ricart Rios,2017-02-01,9057615378441,Lucila Zamorano Rocamora
SFV-0253,8562780103445,Trini Flora Blasco Solana,2021-07-14,7147792332736,Narciso Pujol Benavent
SFV-0253,7147792332736,Narciso Pujol Benavent,2023-09-08,5443513423961,Marcio Gracia Roselló
SFV-0253,5443513423961,Marcio Gracia Roselló,2015-06-29,9542091564823,Cayetana de Checa
RCB-4598,6080793615263,Pío Tormo Vallés,2023-06-14,8969996931294,Nélida Leyre Tejero Nadal
DTG-2750,7589541779491,Manola Gil Alcolea,2015-01-27,5678880108692,Jenaro Rozas Morcillo
DTG-2750,5678880108692,Jenaro Rozas Morcillo,2019-09-01,5552202815689,Roberto Corral Parra
DTG-2750,5552202815689,Roberto Corral Parra,2022-11-26,3097223941823,Ignacia Collado Mariscal
BYH-7503,8480737531110,Noé David Vera Requena,2021-03-12,8879596585675,Rico Mesa Capdevila
BYH-7503,8879596585675,Rico Mesa Capdevila,2019-03-10,9564243968506,Hernán Garzón Suarez
DKV-2312,7967792086056,Joel Mateo Díez,2018-07-14,3058161496537,Rosario Yáñez Suarez
DKV-2312,3058161496537,Rosario Yáñez Suarez,2017-06-06,7845279178029,Maximiano Puga Berenguer
DKV-2312,7845279178029,Maximiano Puga Berenguer,2017-04-13,2315738011959,Hugo Canals Serra
JTP-0617,6427798102528,Salud Yáñez Ortega,2021-07-15,6457990130416,Sancho Zamora Ángel
JTP-0617,6457990130416,Sancho Zamora Ángel,2017-04-24,2629816869979,Jesusa Soto Valle
XWB-3999,7440760347561,Manola Madrigal Barriga,2024-09-29,4891871896380,Leonor Larrañaga Santiago
HTG-5712,6542611921392,Che Portillo Gallart,2017-08-08,2846094585753,Victoriano Montaña-Cabo
HTG-5712,2846094585753,Victoriano Montaña-Cabo,2024-06-09,5978535977810,Gerardo Jose Luis Cabeza Tovar
HTG-5712,5978535977810,Gerardo Jose Luis Cabeza Tovar,2019-10-15,7919260512122,Macarena Dorita Heras Puga
UFN-0948,8613668746779,Hilario Pomares Escalona,2022-04-06,8137065645433,Cándido Vilaplana Mendez
DCN-0730,5406775834648,Eliseo Lucas-Benavides,2018-12-06,6751768385216,Aarón Guiomar Roman Mascaró
VEM-3889,5771973393595,Chus Trillo-Bueno,2018-05-19,7070580177486,Clotilde Silvia Marcos Terrón
VEM-3889,7070580177486,Clotilde Silvia Marcos Terrón,2020-05-10,1728186764562,Selena del Olivares
VEM-3889,1728186764562,Selena del Olivares,2023-07-22,3342938989115,Paulina Morante-Sevillano
SCB-2696,4730075501410,Maximiano Armas Morcillo,2020-08-06,1573552955840,Carlota de Iglesias
CGD-4656,8155829156602,Humberto Berrocal Bustos,2018-01-29,5388458368513,Sarita Diez Bru
CGD-4656,5388458368513,Sarita Diez Bru,2020-09-20,7555115895788,Victor Manuel Mayol Pinto
TDM-1178,6018007485057,Ciriaco Soria,2016-01-19,4164051374484,María Dolores Acevedo Arranz
XNU-1014,2725620299654,Guadalupe Sanz Segovia,2023-08-10,7695560026373,Elisabet Soraya Abad Daza
XNU-1014,7695560026373,Elisabet Soraya Abad Daza,2019-12-23,2927840108718,Adelina Serra Comas
XNU-1014,2927840108718,Adelina Serra Comas,2018-05-18,6328836999977,Evelia Prieto Flores
IAW-4801,4855339972930,Lisandro de Romero,2015-09-10,1957219722303,Fortunato Reguera Mas
DOC-9719,9240394531490,Carmela Ayala Olivé,2016-01-08,3537913246219,Cornelio Chico Ocaña
DOC-9719,3537913246219,Cornelio Chico Ocaña,2015-06-28,7880998890330,Fabiola Cabrero Soriano
DOC-9719,7880998890330,Fabiola Cabrero Soriano,2016-11-04,2413415734938,Cristian de Carnero
OOV-8175,9962018398714,Flor Roldan Chacón,2019-09-17,8401163435491,Otilia Quintanilla Palacio
OOV-8175,8401163435491,Otilia Quintanilla Palacio,2021-12-07,7544040429217,Abigaíl Olivera Mayoral
GBP-7106,7398042232279,Joaquina Caballero,2017-03-10,5182791805505,Viviana Pont Silva
GBP-7106,5182791805505,Viviana Pont Silva,2022-05-11,2379999652950,Adán Elorza Araujo
YIK-1956,1132468855467,Cosme Manjón Marqués,2019-10-04,6766307900224,Cruz Estrella Tamayo Moreno
YIK-1956,6766307900224,Cruz Estrella Tamayo Moreno,2016-03-31,3616690393411,Segismundo Juan Arjona
YIK-1956,3616690393411,Segismundo Juan Arjona,2019-05-06,6977156013556,Glauco Suarez Torre
NPT-2754,5052075475175,Celia Cobos Rozas,2023-03-15,6028104348136,Carmela Palomares Ródenas
NPT-2754,6028104348136,Carmela Palomares Ródenas,2019-02-09,9748327193061,Reynaldo Pombo Ortega
DXE-9555,8664427446258,Claudia Font Pérez,2017-03-23,6231490421457,Joan Echevarría Maldonado
URX-3161,7373108395591,Genoveva de Morante,2016-05-18,7181795654217,Emperatriz Mendez
URX-3161,7181795654217,Emperatriz Mendez,2019-01-05,6068522180575,Montserrat Felicia Benavides Pol
UAH-9241,8279435104206,Nico Zamorano,2023-02-13,7072910675411,Charo Esparza Canet
UAH-9241,7072910675411,Charo Esparza Canet,2024-07-29,1246062487326,Sofía Carrasco Gallardo
UAH-9241,1246062487326,Sofía Carrasco Gallardo,2015-08-21,1534538772572,Esmeralda Carreras Ríos
COJ-3697,6066473972446,Regina Marianela Clavero Posada,2023-02-02,8803609977366,Apolonia Guardiola Guijarro
COJ-3697,8803609977366,Apolonia Guardiola Guijarro,2021-08-22,9140189738814,Agustina Méndez Moreno
KHD-9713,2403967025342,Luis Miguel Múgica Lastra,2019-11-02,9611578493467,Renata Visitación Ferrándiz Madrigal
KHD-9713,9611578493467,Renata Visitación Ferrándiz Madrigal,2021-08-14,8530901043321,Leonor Flores Clemente
IPJ-2378,3187983337627,Joaquín Matas Ramos,2024-04-09,2756535400969,Bernabé Elorza Chaves
NDN-2500,5829891183534,Pía Barrios-Clemente,2023-12-19,8481557311715,Ricardo Granados
RHO-1516,4325627054081,Custodia Berenguer Coca,2018-03-25,3479760597745,Marcos Bruno Cerezo Calatayud
RHO-1516,3479760597745,Marcos Bruno Cerezo Calatayud,2018-07-25,3843567088093,Nadia Lasa Pozuelo
RHO-1516,3843567088093,Nadia Lasa Pozuelo,2018-10-14,3162121183824,Susanita de Requena
IET-7630,3497365758844,Anastasio Barros-Espejo,2018-03-23,3316905426073,Otilia Isa Saavedra Acuña
CMR-3951,7295342229395,Espiridión Sacristán Guillén,2017-10-14,2196394204667,Renato Zurita Roldán
CMR-3951,2196394204667,Renato Zurita Roldán,2023-09-14,1289690173289,Aurelia del Lladó
YGC-7965,5987730446065,María Teresa Carpio Nicolau,2015-06-23,1465835610089,Amparo Guijarro
YGC-7965,1465835610089,Amparo Guijarro,2018-08-03,3656424737440,Rubén Edu Aparicio Acero
YGC-7965,3656424737440,Rubén Edu Aparicio Acero,2017-12-13,8711898550636,Máxima Corominas
IZX-8096,2900626180749,Reinaldo del Campo,2024-05-28,7233353161482,Rico Gordillo Expósito
IZX-8096,7233353161482,Rico Gordillo Expósito,2015-02-27,7280925190535,Federico de Rivero
BPF-2157,5151514199109,Vicente Prieto-Sanjuan,2018-12-03,6914245350735,Ignacio Casanovas Ribes
DGI-5573,3766307930286,Octavia Ropero Toro,2017-04-15,7794936735019,Octavia Alcalá Alvarez
DGI-5573,7794936735019,Octavia Alcalá Alvarez,2023-03-07,3141392704916,Inocencio Arrieta-Borrell
DGI-5573,3141392704916,Inocencio Arrieta-Borrell,2022-04-10,8394706280149,Águeda Muro Andres
SZK-8368,4630043993235,Óscar Hernández Blázquez,2022-02-23,8480445449160,Tadeo del Salgado
ANV-0550,1203500936419,Jose Ramón Fortuny Girón,2017-05-15,4088752508160,Cecilio Bernal Zapata
ANV-0550,4088752508160,Cecilio Bernal Zapata,2023-12-14,1895106378399,Ileana Mora-Jaume
SSP-9978,1410124965915,Flora Azorin Barón,2023-04-28,8648943753979,Bernardita Amaya Sierra
SSP-9978,8648943753979,Bernardita Amaya Sierra,2021-01-20,6522338305077,Jacobo Dueñas Cueto
SYS-8207,7048454153464,Clara Jurado Mateos,2015-01-21,3970600877247,Carla del Cabello
SYS-8207,3970600877247,Carla del Cabello,2019-11-15,6683074558982,Fausto Ballesteros Mora
QCL-5381,8734129875144,Paulino Morán Frías,2023-03-21,4427970074113,Catalina Pavón-Espada
QCL-5381,4427970074113,Catalina Pavón-Espada,2015-12-03,2175190517291,Amaro Bayona Vergara
QCL-5381,2175190517291,Amaro Bayona Vergara,2015-12-15,6722386023599,Gerónimo Salgado Lucas
MFI-9888,4486623278055,Amada Oller Alemany,2016-04-23,5938951458398,Miguela Agustí Díaz
KEH-1227,3102121484257,Elena de Puerta,2020-11-03,2235665128046,Sigfrido Solsona Batalla
KEH-1227,2235665128046,Sigfrido Solsona Batalla,2020-10-31,5702277175743,Nidia Fuertes-Carranza
LCW-3226,7930774018417,Ciríaco Palomar-Tomás,2024-05-28,7678041199022,Marco Ródenas-Pombo
SIU-2479,6286531668840,Lucas Lobato Ledesma,2024-11-17,3672474489163,Dan Cañellas Solé
CPU-1672,8810178853697,Sofía Eliana Bustos Torrijos,2022-06-04,4025633621453,Constanza Madrigal-Castro
CPU-1672,4025633621453,Constanza Madrigal-Castro,2018-03-09,8210124859885,Hernando Girón Aranda
MXY-5813,2126162101917,Maximiliano del Salvador,2016-04-07,6093574167221,Teófilo Ribas Villa
FOG-5007,4115846663563,Carla Ariño Torrents,2022-06-03,2815646021354,Encarnacion Gloria Bautista Pelayo
FOG-5007,2815646021354,Encarnacion Gloria Bautista Pelayo,2024-03-11,5722484942372,Gaspar Gómez Valcárcel
JAT-8462,2671627190907,José Antonio Jaén,2023-12-06,7464830566713,Aurelio Somoza Rosselló
NXL-3240,2838036442290,Artemio Estévez,2021-07-23,2110607441538,Albino del Madrigal
YGK-4804,3026774968448,Modesta del Casanova,2015-01-10,7865210301791,Valero Gual Cerezo
YGK-4804,7865210301791,Valero Gual Cerezo,2020-08-02,9282518089263,Noelia Sans Iñiguez
HBS-5494,5455659316696,Macarena Canet-Saldaña,2019-11-27,6361151271871,Marino Heredia Gallart
OKW-5788,9025828701301,Victor Manuel Virgilio Figueras Quintana,2016-07-16,2298922390298,Gisela Coll Higueras
JDV-3241,6540933557653,Borja Vall-Gaya,2022-12-01,7882709034502,Jovita Recio Boada
JDV-3241,7882709034502,Jovita Recio Boada,2023-10-31,9952857047094,Jeremías Amador Revilla
VRL-0610,3207242424172,Flavia Marí Carreras,2016-08-28,3322522930412,Mirta Campillo Castillo
VRL-0610,3322522930412,Mirta Campillo Castillo,2018-06-24,6297084548148,Victoriano Prats Cortes
VRL-0610,6297084548148,Victoriano Prats Cortes,2020-08-09,1724049005577,Geraldo Cantero Campos
KTS-9913,3768146873939,Domingo Tudela Abascal,2016-09-10,4893349493180,Albino Novoa Dominguez
KTS-9913,4893349493180,Albino Novoa Dominguez,2024-09-14,3739477737184,Ruben Elías Fabregat
KTS-9913,3739477737184,Ruben Elías Fabregat,2018-06-23,4929759086584,Gisela Amat Vazquez
UST-3868,3201518395859,Samanta de Luna,2021-02-26,3091952891070,Lara Acosta Acedo
UST-3868,3091952891070,Lara Acosta Acedo,2024-11-30,6484673799992,Tomás Madrigal Conesa
THI-9388,6899338606634,Lucio Ortiz Cañas,2015-08-29,4738564516118,Hilda Duarte Carranza
THI-9388,4738564516118,Hilda Duarte Carranza,2021-09-02,8022813228027,Vinicio España Mosquera
UDP-3344,2743184710573,Bautista Arrieta Gracia,2015-11-16,6764085896644,Valero Carmona Múñiz
UDP-3344,6764085896644,Valero Carmona Múñiz,2016-07-29,4937020744091,Natividad Romero Ramirez
YNL-7035,4946292174921,Etelvina del Lumbreras,2018-12-13,6803557763513,Lalo Blanch Ropero
YNL-7035,6803557763513,Lalo Blanch Ropero,2021-05-07,3025130267321,Carmelita Aznar Salgado
MRF-4835,8385421301781,Paola Bru Pera,2023-07-02,5429362973702,Pelayo Peinado Villalonga
MRF-4835,5429362973702,Pelayo Peinado Villalonga,2024-01-07,8361074966831,Bárbara Alfaro
TCZ-1514,1581445183662,Odalys Batlle Marquez,2017-03-08,7857673771914,Perlita Sarabia Ortuño
CTK-4071,5554126836940,Juanito Ordóñez,2021-04-20,6501722530131,Sergio Alegre-Ortega
CTK-4071,6501722530131,Sergio Alegre-Ortega,2024-10-28,5452937359164,Bruno Dalmau
CTK-4071,5452937359164,Bruno Dalmau,2022-04-02,3633592527005,Dolores Mur-Llamas
VGI-2398,2141222968928,Jose Francisco Nogueira,2017-05-03,2988188053817,Alicia Rojas
GCF-6460,4530749717796,Ignacio Berenguer Acedo,2021-09-01,3468054888868,Leocadio Arias Blanch
GCF-6460,3468054888868,Leocadio Arias Blanch,2016-01-13,3702396798371,Herberto Ferrera Solsona
GCF-6460,3702396798371,Herberto Ferrera Solsona,2024-10-01,3506078683479,Vicenta Valenzuela Cobos
STW-7778,4525605708778,Carlos Calderón Catalán,2021-04-19,6871825601894,María Del Carmen Gargallo
STW-7778,6871825601894,María Del Carmen Gargallo,2016-12-02,7027180977460,Lola Bernad
BKK-5927,3997654841128,Gabriel Manjón-Cerro,2022-05-31,8473627303108,Azahara del Cueto
BKK-5927,8473627303108,Azahara del Cueto,2024-10-29,7376915415248,Loreto Jiménez Juliá
BKK-5927,7376915415248,Loreto Jiménez Juliá,2021-03-24,4122325092008,Juan Pablo Peral
VHT-8137,4189975539453,Odalis Iglesia Fonseca,2017-07-24,3833053565208,Teófilo Barrena Toro
VHT-8137,3833053565208,Teófilo Barrena Toro,2024-05-22,6799757044310,Dominga de Ferrer
VHT-8137,6799757044310,Dominga de Ferrer,2020-10-14,1419147609200,Azucena Carro Santamaría
DIC-3488,6825765852326,Vito Nando Miranda Jódar,2017-08-30,2611449888024,Benita Gelabert Maza
DIC-3488,2611449888024,Benita Gelabert Maza,2021-01-26,1061144398649,Anacleto de Palau
FQJ-6832,1961928461767,Tiburcio del Bellido,2021-04-03,2489344134912,Arsenio Rocamora Company
FQJ-6832,2489344134912,Arsenio Rocamora Company,2024-04-12,4931068739639,Evangelina Moles Sanz
FQJ-6832,4931068739639,Evangelina Moles Sanz,2020-10-08,6326328222705,Amada Nereida Crespo Ojeda
TGU-6572,9162932658595,Jorge Moraleda-Benet,2019-06-15,2178035282493,Tristán Bayo Lluch
TGU-6572,2178035282493,Tristán Bayo Lluch,2023-07-26,8248440902602,Jose Miguel de Nicolau
DXN-2196,4385429626095,Paulina Guzmán-Vizcaíno,2016-09-24,4259285212646,Leopoldo Real-Higueras
HVZ-1701,1006100977798,Sonia Cobo,2016-10-01,3140604425128,César Guitart Llamas
HVZ-1701,3140604425128,César Guitart Llamas,2015-05-09,6944754416657,Sebastián Rebollo-Mateu
FPX-7539,1885989587659,Belen Yolanda Pavón Grande,2017-11-22,2579556675138,Faustino del Palomino
JJI-5718,5422982210149,Socorro Nogués Revilla,2023-09-29,9197838664128,Faustino Sala Llanos
JJI-5718,9197838664128,Faustino Sala Llanos,2016-05-11,5673360624633,Francisco Javier Gual-Caballero
JJI-5718,5673360624633,Francisco Javier Gual-Caballero,2022-11-14,4173039063140,Josefa Páez Perera
YIC-1675,6329438952199,Trinidad Cerdá Llanos,2020-09-11,4172157811104,Faustino Bautista Tenorio
YIC-1675,4172157811104,Faustino Bautista Tenorio,2024-08-10,1862417335234,Carmelo Barranco Juárez
WPV-2480,8550004648294,Judith Figueras,2021-11-20,9968294786316,Rogelio Ruiz Julián
WPV-2480,9968294786316,Rogelio Ruiz Julián,2019-06-24,9985993241972,Francisco Javier Soto Mora
WPV-2480,9985993241972,Francisco Javier Soto Mora,2023-09-27,6789788064731,Esther Sáez Tolosa
EBT-7176,3277129240389,María Gomis Morillo,2016-06-20,8827776073063,Eloy Barrio Castilla
EBT-7176,8827776073063,Eloy Barrio Castilla,2022-02-24,8972473028036,Daniela Leiva Verdejo
EBT-7176,8972473028036,Daniela Leiva Verdejo,2016-01-11,4189118795116,Carlota Cortes Molina
AJW-6742,8771278150262,Ramón Estévez Escudero,2016-11-05,9965058663022,Roberta Goñi-Fabregat
AJW-6742,9965058663022,Roberta Goñi-Fabregat,2016-08-21,9435680799823,María Fernanda Oller Prada
AJW-6742,9435680799823,María Fernanda Oller Prada,2022-02-12,4455992713562,Manu Arias
NVB-6583,7673546428648,Tito del Parra,2016-12-06,1086370177076,Mauricio Vicente Garmendia Bertrán
GOG-5622,4393546147124,Delfina Menéndez-Díez,2016-07-21,5338019879285,Elías Ribas Bru
VTB-7356,7773638936545,Jordana de Gimeno,2015-02-12,4796645238523,Fabiola Benavent Olmedo
WWV-5105,6305882889342,Toño Bustos Merino,2015-08-16,2746980652216,Albina Abad-Iglesias
AAB-8280,2891663759342,Benito Haroldo Sáenz Roda,2015-10-08,5240644129435,Maximiano Raya Morell
AAB-8280,5240644129435,Maximiano Raya Morell,2016-01-24,6171450491187,Vicente Valenciano González
AAB-8280,6171450491187,Vicente Valenciano González,2016-01-14,2957326912622,Celestina Talavera
ZYW-5464,4246146244158,Jordi Terrón Castañeda,2018-03-10,2197446500909,Ramona Quero Alcázar
JLT-3291,2287352226735,Judith del Uribe,2019-09-29,2554727956644,Claudia Roman Maestre
JLT-3291,2554727956644,Claudia Roman Maestre,2019-02-07,5281476318151,Julio César Diez Monreal
JLT-3291,5281476318151,Julio César Diez Monreal,2015-05-05,9640807940126,Carla Arnau Castejón
NLL-5206,2477266884267,Emilio Coca-Pomares,2020-06-24,7971155740636,Tatiana García Avilés
NLL-5206,7971155740636,Tatiana García Avilés,2016-12-10,9917215283937,Kike Olivares Font
ZVR-2605,9670787949464,Sarita Zaragoza Girona,2021-02-22,9262941925471,Juan Carlos Cabeza Jover
ZVR-2605,9262941925471,Juan Carlos Cabeza Jover,2018-10-24,3543344431383,Mauricio Cerezo
FWR-0257,5240412369927,Julia Torrens Gibert,2016-09-02,2355813782390,Baltasar Dávila Nuñez
FWR-0257,2355813782390,Baltasar Dávila Nuñez,2019-05-24,2713695831701,Cosme Frías Valle
FWR-0257,2713695831701,Cosme Frías Valle,2018-02-10,9243901464668,Pastor Mario Ortiz Ramírez
